107-7149-1669,44,2023-11-09 08:58:47.543000 UTC
21-8230-6025,5,2023-11-09 08:56:21.553000 UTC
193-5922-8200,5,2023-11-09 08:55:16.443000 UTC
193-5922-8163,5,2023-11-09 08:50:17.137000 UTC
193-5922-7929,11,2023-11-09 08:20:23.817000 UTC
107-7149-1351,44,2023-11-09 08:17:39.490000 UTC
193-5922-7889,5,2023-11-09 08:16:01.610000 UTC
21-8230-5550,5,2023-11-09 07:55:35.493000 UTC
107-7149-1164,44,2023-11-09 07:53:48.627000 UTC
193-5922-7584,44,2023-11-09 07:37:22.440000 UTC
193-5922-7581,7,2023-11-09 07:36:57.120000 UTC
21-8230-5325,5,2023-11-09 07:28:45.887000 UTC
21-8230-5231,7,2023-11-09 07:18:24.860000 UTC
21-8230-5161,44,2023-11-09 07:09:58.617000 UTC
21-8230-5064,11,2023-11-09 06:58:39.653000 UTC
21-8230-5051,44,2023-11-09 06:57:12.320000 UTC
193-5922-7224,44,2023-11-09 06:55:39.857000 UTC
21-8230-4933,11,2023-11-09 06:45:17.323000 UTC
21-8230-4887,44,2023-11-09 06:40:32.483000 UTC
193-5922-7047,1,2023-11-09 06:38:14.207000 UTC
21-8230-4784,44,2023-11-09 06:30:31.267000 UTC
193-5922-6917,44,2023-11-09 06:26:20.233000 UTC
107-7149-0277,44,2023-11-09 06:18:07.110000 UTC
107-7149-0248,5,2023-11-09 06:15:06.533000 UTC
21-8230-4558,44,2023-11-09 06:09:36.570000 UTC
107-7149-0145,5,2023-11-09 06:05:49.717000 UTC
21-8230-4484,11,2023-11-09 06:03:05.510000 UTC
21-8230-4480,44,2023-11-09 06:02:54.990000 UTC
107-7149-0098,44,2023-11-09 06:02:08.687000 UTC
21-8230-4451,44,2023-11-09 06:00:41.977000 UTC
193-5922-6630,5,2023-11-09 06:00:37.600000 UTC
21-8230-4442,44,2023-11-09 06:00:01.927000 UTC
193-5922-6598,44,2023-11-09 05:58:09.607000 UTC
21-8230-4398,44,2023-11-09 05:57:00.623000 UTC
107-7149-0017,5,2023-11-09 05:56:22.150000 UTC
21-8230-4383,5,2023-11-09 05:55:48.600000 UTC
21-8230-4120,44,2023-11-09 05:37:04.363000 UTC
21-8230-4019,44,2023-11-09 05:29:39.617000 UTC
21-8230-3985,44,2023-11-09 05:27:36.897000 UTC
